time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,activity,sample_id,device,sample_rate_ms
1772693129588537000,0.062537109375,0.4255077876312658,-0.1223167583748698,-0.0148041859000921,-0.2427315711975097,0.0284740030765533,0.024255096912384,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129598616800,0.072616943359375,0.1901601682841777,-0.2337935583055019,-0.1834820056945085,-0.238995686173439,0.0672714635729789,0.041175227612257,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129608695800,0.08269580078125,0.2982855754276737,-0.1129667462274432,-0.0715267745971679,-0.2155321538448333,0.0829852670431137,0.0612225346267223,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129618775800,0.09277587890625,0.3086631770571693,-0.0529705426871776,-0.0059738137125968,-0.1653411537408828,0.056955799460411,0.0834290385246276,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129628856000,0.10285595703125,0.2277897513134404,0.0004193944558501,0.089294486477971,-0.0744591355323791,-0.0477446317672729,0.0901566743850708,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129638935800,0.112935791015625,0.0049359950974583,-0.0479600210487842,0.2566027714848518,0.035810649394989,-0.1896202713251114,0.0889563933014869,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129649015000,0.12301513671875,-0.1933093164974823,-0.173963943503797,0.5422995355069637,0.1210253983736038,-0.3358960747718811,0.066393457353115,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129659094800,0.1330947265625,-0.3995207116007804,-0.3863897196099162,0.985415058684349,0.1634468883275985,-0.4413239657878876,0.0325611941516399,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129669174800,0.1431748046875,-0.5168880674073473,-0.6297060162812471,1.4660668240517376,0.1420860737562179,-0.5349646210670471,-0.0222381241619586,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129679254800,0.1532548828125,-0.6742614895835518,-0.84837273260355,2.0383809740722176,0.0695506185293197,-0.5649871826171875,-0.0964183434844017,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129689334000,0.163333984375,-0.9118393887333572,-0.9556433130159974,2.4691999102562665,-0.0586964525282382,-0.4509236514568329,-0.17410509288311,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129699413800,0.173413818359375,-1.1482732324145737,-0.8591551156416535,2.7117724028229717,-0.219747394323349,-0.1960545927286148,-0.2346350252628326,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129709493800,0.18349365234375,-1.2854795168854296,-0.6004360826551914,2.742586643281579,-0.3689216077327728,0.1082158237695694,-0.2716564238071441,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129719574000,0.193573974609375,-1.2777616359844803,-0.2919298131927847,2.6935785744845866,-0.4589758515357971,0.3742583990097046,-0.2869270145893097,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129729653000,0.203653076171875,-1.249759968728572,0.0595031593263149,2.564945180308819,-0.4603532254695892,0.5561017990112305,-0.2845202386379242,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129739732700,0.213732666015625,-1.242651013506204,0.4085676491484046,2.303907056725025,-0.3621403574943542,0.6580830216407776,-0.2824882566928863,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129749812700,0.223812744140625,-1.3057137650102375,0.7625044211819767,2.085875715696812,-0.160785511136055,0.6655148863792419,-0.2774689495563507,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129759893000,0.23389306640625,-1.3201008945420385,1.057486607682705,1.9778490562200544,0.0906579196453094,0.6100947856903076,-0.2732710242271423,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129769972000,0.243971923828125,-1.2406211151137947,1.3012263904631136,2.1113760676562783,0.3357151746749878,0.5217928886413574,-0.2545823454856872,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129780052000,0.254052001953125,-1.0228058279890566,1.4096467254325746,2.529216864323616,0.5201771259307861,0.4226314127445221,-0.2291449010372162,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129790131700,0.264131591796875,-0.8115431773781776,1.3692755520775914,3.097380908927321,0.5931770205497742,0.3651450574398041,-0.1961418688297271,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129800212000,0.2742119140625,-0.5601251881200819,1.2258163446918129,3.578842237111926,0.5585731863975525,0.3703880310058594,-0.1451782882213592,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129810290700,0.284290771484375,-0.3101211573131382,1.0121826541006564,3.778724757987261,0.4652229845523834,0.3762196600437164,-0.0906644687056541,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129820371000,0.294370849609375,-0.1394190651495009,0.7952253720447421,3.451954809820652,0.3921666145324707,0.3747317492961883,-0.0334592349827289,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129830450700,0.30445068359375,-0.1854661652490496,0.6246665608093143,2.2023791116178035,0.3677696585655212,0.3006822168827057,-0.0125790890306234,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129840531000,0.314531005859375,-0.4539790816929191,0.5527671535074711,0.4415875829577446,0.4508658647537231,0.1630987972021103,-0.0026793200522661,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129850609700,0.324609619140625,-0.5873807862490416,0.5166428239420056,-1.8927268869906664,0.6785423159599304,-0.0109503921121358,0.0415417216718196,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129860690000,0.33468994140625,-0.3560828441515564,0.3272662072509527,-4.396381440034508,0.9694747924804688,-0.2532141506671905,0.0851363390684127,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129870770000,0.34477001953125,-0.284274476134032,-0.1337809861972927,-6.358847633683681,1.1907435655593872,-0.5295454263687134,0.0587230324745178,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129880850000,0.354849853515625,-0.6068670655507594,-0.5923050909087062,-7.671579168501496,1.3071823120117188,-0.7334697842597961,0.0001822253689169,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129890928600,0.3649287109375,-0.8623323574382812,-0.9811550631523132,-8.628670634499192,1.3188601732254028,-0.7449065446853638,-0.0361072719097137,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129901009000,0.3750087890625,-0.9407128703877328,-1.181479482576251,-9.311959772408008,1.230095148086548,-0.5873866677284241,-0.0320099964737892,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129911089000,0.3850888671875,-0.878379236875847,-1.0629723456174134,-9.858492415440082,1.1530194282531738,-0.2771908938884735,0.0394610166549682,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129921169000,0.3951689453125,-0.5394013663800433,-1.0191963322550055,-10.48689436338544,1.111664056777954,0.0879199877381324,0.112730972468853,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129931249000,0.405248779296875,-0.2970408725962042,-1.5288830534487965,-10.752759468734263,1.033755898475647,0.3135409355163574,0.1106628701090812,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129941328000,0.415327880859375,-0.0516826217684894,-2.60617852345109,-10.205034401047229,0.8539853692054749,0.2580012679100036,0.0132289938628673,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129951407900,0.425407958984375,0.3230663078757003,-3.905289529195428,-8.950204435577987,0.5212187767028809,-0.0665962100028991,-0.1231351196765899,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129961488000,0.43548779296875,1.0144118744574486,-5.024513923388719,-7.432465291956067,0.0413269884884357,-0.5515235066413879,-0.2531317174434662,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129971566800,0.44556689453125,1.6189005935043097,-5.66465716253221,-5.9863376786053175,-0.5328831076622009,-1.0085325241088867,-0.360617071390152,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129981646800,0.455646728515625,1.8199673557281493,-5.732551133584976,-5.063604993805289,-1.080735445022583,-1.2183948755264282,-0.3824547231197357,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693129991726800,0.465726806640625,1.722918163470179,-4.916580202892423,-4.870735566562414,-1.5171244144439695,-1.0762324333190918,-0.2966747283935547,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693130001806800,0.475806884765625,1.3540195307567715,-3.5424206781655547,-5.0822670241773125,-1.7501962184906006,-0.6508948802947998,-0.2014952003955841,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693130011885800,0.4858857421875,0.3791706550765782,-2.316460833349824,-5.636444629004598,-1.6390973329544067,-0.2031350433826446,-0.3211367726325989,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693130021965800,0.4959658203125,-1.280130995464325,-1.4440508070766924,-6.650552698209881,-1.199466347694397,-0.0011563801672309,-0.5463595390319824,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693130032045800,0.5060458984375,-1.5893509661540388,-0.691896807256341,-6.4363037983298295,-0.7063846588134766,-0.1858044117689132,-0.6781542897224426,jumping,jumping_rele_8,iPhone 12 Pro Max,10
1772693130042125800,0.516125732421875,-0.2210895230224356,0.040190848352015,-3.906558526217937,-0.2837119996547699,-0.6479560732841492,-0.6388143301010132,jumping,jumping_rele_8,iPhone 12 Pro Max,10
