accel_x_mean,accel_x_var,accel_x_std,accel_y_mean,accel_y_var,accel_y_std,accel_z_mean,accel_z_var,accel_z_std,gyro_x_mean,gyro_x_var,gyro_x_std,gyro_y_mean,gyro_y_var,gyro_y_std,gyro_z_mean,gyro_z_var,gyro_z_std,accel_sma,gyro_sma,accel_corr_xy,accel_corr_xz,accel_corr_yz,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,accel_x_dom_freq,accel_x_spec_energy,accel_y_dom_freq,accel_y_spec_energy,accel_z_dom_freq,accel_z_spec_energy,gyro_x_dom_freq,gyro_x_spec_energy,gyro_y_dom_freq,gyro_y_spec_energy,gyro_z_dom_freq,gyro_z_spec_energy,activity,sample_id
-0.30154037638353115,1.2277373299493155,1.1080330906382334,-0.29159235409282147,5.109992763679506,2.2605293105110373,-0.27205305281049014,56.77291178610835,7.534780141856055,0.24502009691670537,1.4802697608862965,1.2166633720492683,-0.05962812449084595,0.574646408352065,0.7580543571222746,0.0432978702429682,0.46291158033063273,0.6803760580227913,8.14275707929702,2.0350725409644657,0.24426613268963343,0.067374037190574,0.6835055607745132,0.02489198363329048,-0.1694680933761864,0.20066311279979637,9.0,69.82387225809148,2.0,261.39634762628174,2.0,2817.324982742184,2.0,79.2699492533802,9.0,28.80024524203668,2.0,23.0997310762139,jumping,jumping_rele_1
-0.07674048444691857,3.3826976254447407,1.8392111421597959,0.14473118546992544,16.157304163313448,4.019614927242838,1.303268365077764,53.920018253062835,7.343025143158836,-0.16877881862223149,1.4277588234148504,1.194888623853642,0.05359122039284557,0.9212160710291455,0.9598000161643807,0.19720054272562265,0.6015610893258452,0.7756036934709925,10.877190029234892,2.300806824141182,0.2478814986620793,0.16234210830940504,0.6814865339163491,0.01708908337705068,-0.03988963668366382,0.08422040264886356,14.0,168.03229046364882,2.0,801.8786463776831,2.0,2838.8722430445423,2.0,73.52160491802742,9.0,45.886853935031446,2.0,33.66534468309076,jumping,jumping_rele_1
0.06904862107193706,5.694332614913081,2.3862800788912186,0.1295831458003968,21.672354924832888,4.655357658100276,0.793390891010493,45.57825223352634,6.7511667312788495,-0.25933983498252927,0.9787752770964225,0.989330721799552,0.08602020512800664,0.6988342272992991,0.8359630537884429,0.1396040004771203,0.5963528944488201,0.7722388843154818,11.509277189596602,2.015018790164031,0.20134602039763752,0.32125917866875364,0.8048033814223783,0.23423528908885102,0.10690461350287736,-0.19667672348140028,13.0,282.2795090772535,2.0,1074.3683386636217,2.0,2319.031409491907,6.0,55.17160716481927,5.0,35.332179347916146,2.0,31.46719879100497,jumping,jumping_rele_1
-0.2572122715475209,6.550508590069057,2.5593961377772407,0.02106751914986977,21.528881891572254,4.639922616981048,-0.4093794039227068,69.46925563308446,8.334821871706945,0.17217044233344495,0.9841314940189773,0.9920340185794927,-0.18674465913325547,0.6303400372873142,0.7939395677803911,0.0071038683503866175,0.4870074184641949,0.6978591680734695,13.03732670441891,1.991822542613372,0.17776561994352513,0.2791624253992332,0.8334434410497635,-0.07311709554826329,0.1901723934135883,-0.26758596993792916,4.0,330.8353423683743,2.0,1065.6973982926556,2.0,3455.4570971416206,6.0,51.67143874303197,2.0,34.68846639299798,2.0,24.110215083246345,jumping,jumping_rele_1
-0.14860922316385156,9.225530863211958,3.0373558999912995,0.30083109957593684,19.738723047336066,4.442828271195733,0.5177976112324895,53.8434343839425,7.337808554598744,0.087511539272964,1.792268699378961,1.3387564003129773,-0.21196286384481935,0.624132093141101,0.7900203118534997,-0.014482258623465895,1.2341677988744626,1.1109310504592365,12.076348531811004,2.613508472074755,0.4613178317409222,0.3899097781524031,0.7718834213611567,0.07793686673938739,0.12221504451562117,0.010085666392125183,4.0,458.8646423869719,2.0,985.9843046723436,2.0,2691.8749899394584,2.0,89.4702414712786,4.0,35.38466505304449,2.0,61.10952871780048,jumping,jumping_rele_1
-0.3235950824514628,13.510429472223272,3.675653611566693,0.4694898698019683,23.935098841216497,4.892351054576572,0.6651452861919998,55.139677960623374,7.4256096019534565,-0.005520198689773679,1.9400804421069047,1.392867704452546,-0.019287128974683588,1.0570020659219086,1.0281060577206558,0.04472491277847439,1.5212706801328744,1.2333980217808338,12.964615796153126,2.9760823777318004,0.19886545892550983,0.3561386397642204,0.8051404460670673,0.25330418342193395,0.11913445376775567,0.10803300807368246,4.0,679.1970670200092,2.0,1206.74374871722,2.0,2773.6264179862746,3.0,96.03375458251121,4.0,52.34650978243801,2.0,75.50137089263723,jumping,jumping_rele_1
-0.23253246675888709,9.184786865570977,3.0306413290871252,0.38047300784072285,28.175993698797516,5.308106413665566,0.13524659884783627,63.1190351845286,7.944748906323509,0.0829092709813267,1.2018653285055723,1.0962961864868328,0.0411269484180957,1.040296761042063,1.0199493914121736,-0.02368950197007507,0.6368897766545976,0.7980537429613356,13.592681414221747,2.3383560499316083,0.020564947810961305,0.2291860825107938,0.8546207051294726,0.21029603906819058,0.1549749558676082,-0.012907766975700268,4.0,460.02596988751225,2.0,1409.1200406128337,2.0,3126.220115865107,8.0,60.15543247290738,4.0,51.66173810021597,2.0,31.580817324024906,jumping,jumping_rele_1
-0.16409144577948329,2.966737228936518,1.7224219079356016,0.06849934576086701,20.98516087621971,4.580956327691818,0.6550608047545253,43.527782564545085,6.597558833731237,-0.04707518637180328,0.8899111015708039,0.9433509959558022,-0.008587129255756736,0.5316444341310584,0.7291395162320161,-0.05147208672016859,0.2789546746998541,0.5281615990393982,11.008152785975556,1.7710919640492648,0.4886711326680108,0.37930410387922764,0.8246375741060011,-0.10108779315331981,0.12596558267253583,-0.25313276775312377,9.0,149.5224485187534,2.0,1039.0339476993818,2.0,2197.528595717384,2.0,44.27141288959349,2.0,26.305273236089043,2.0,14.072883482361085,jumping,jumping_rele_1
-0.3580318021539329,3.6936814329147625,1.9218952710579114,-0.722019809663862,14.633414409980684,3.825364611377677,0.15707757957348226,44.437876536046474,6.6661740553368745,-0.10994712984189393,1.1427648592678104,1.0690018050816428,0.15596505776047706,0.7008268063855505,0.8371539920382334,-0.08737860635854304,0.3545757395468045,0.5954626264903654,10.35011220562312,1.9360991540644317,0.19059467711881686,-0.10267780425077135,0.7457889673035387,-0.36305918621514055,0.40230352872165803,-0.2930132972646233,4.0,195.65515729747298,2.0,776.4683931046939,2.0,2202.1406332307756,2.0,57.775562184169864,2.0,37.123219171977254,2.0,18.314920387767305,jumping,jumping_rele_1
0.1571866956538973,6.6229103249251375,2.57350156886005,-0.15188580061970644,11.793302663134487,3.434137834032654,-0.13310453070479628,48.50199333344604,6.964337250122659,0.056275176471099246,1.5184508222478938,1.2322543658871303,0.1286524997279048,0.9403500228800573,0.9697164652000384,0.052157155945897093,0.6831817438762687,0.8265480892702304,10.782172260514805,2.3456026251148434,-0.10752932275593648,-0.01510618583870816,0.5000982266255845,0.01940413800475431,0.5224513835058,0.079847125728032,2.0,330.3031015178036,2.0,586.0740403385104,2.0,2402.620026534675,2.0,75.47988113741009,1.0,48.20232050101483,2.0,34.08184462589208,jumping,jumping_rele_1
