time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,activity,sample_id,device,sample_rate_ms
1772692736421293600,0.08429345703125,0.0424298229178413,-0.2659849323362112,0.4622171140104532,0.0238730236887931,-0.026101604104042,0.0121842334046959,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736431373300,0.094373291015625,0.1934309701157733,-0.237590612500906,0.4588496834039688,-0.0242076180875301,-0.0829769819974899,0.0200760588049888,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736441453600,0.10445361328125,0.3001344546973705,-0.3840203601300716,0.3827484404981136,-0.0676850527524948,-0.1072559580206871,0.0605089738965034,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736451533600,0.114533447265625,0.3436645304746926,-0.3559618481203913,0.292050516963005,-0.0920037478208541,-0.1050066724419593,0.0937967896461486,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736461612500,0.124612548828125,0.2819564267163165,-0.3210626764357089,0.2327998710930347,-0.1118205934762954,-0.0935303121805191,0.1124375909566879,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736471692500,0.134692626953125,0.2043764895600266,-0.2062201994642615,0.1400052675396204,-0.120747186243534,-0.0875214263796806,0.116648368537426,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736481772500,0.1447724609375,0.1659074417656287,-0.111258773265779,-0.0135837041944265,-0.0968394577503204,-0.0949335321784019,0.1113516017794609,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736491852500,0.1548525390625,0.1266431154076941,-0.1051809146568179,-0.1764274110078811,-0.0565579831600189,-0.0918049588799476,0.1091068461537361,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736501931500,0.164931640625,0.0782575258905999,-0.0809419609352946,-0.172138189381361,-0.0185424219816923,-0.0708940848708152,0.1024902239441871,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736512011500,0.175011474609375,-0.0170428134060464,-0.0946314635917544,-0.1161684648782014,0.0174462329596281,-0.0440696813166141,0.0910616889595985,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736522091300,0.18509130859375,-0.1049630889213644,-0.0616468933567404,0.0113812257140874,0.0408362448215484,-0.0173829421401023,0.0730299577116966,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736532171500,0.195171630859375,-0.1664090711448341,-0.0224631762206554,0.0901467193931341,0.0529588907957077,0.0100243091583251,0.0532488711178302,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736542251500,0.20525146484375,-0.182853827326186,-0.0085626611620187,0.1183925706684589,0.0580758899450302,0.0250261612236499,0.0434484370052814,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736552330500,0.21533056640625,-0.1842497751966118,-0.0555202271699905,0.1556517494827508,0.0506490767002105,0.0456895045936107,0.0435732305049896,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736562410500,0.225410400390625,-0.2037006361250765,-0.0909510215133428,0.2038280436307191,0.0286159440875053,0.0700049698352813,0.0448038764297962,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736572490500,0.235490478515625,-0.2357130003270693,-0.1041056866407394,0.2580477095961571,0.0023837713524699,0.0856607556343078,0.0480087324976921,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736582570500,0.245570556640625,-0.2471766984265297,-0.1006552539259195,0.2824637734502553,-0.0325947180390358,0.0959746465086937,0.0500228814780712,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736592650500,0.255650390625,-0.2427585531907156,-0.051684886790812,0.2720125220626592,-0.0621378868818283,0.0957468226552009,0.0406215861439704,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736602729500,0.2657294921875,-0.2230690064018592,0.0488432336241006,0.2212766065597534,-0.0804934576153755,0.0880212560296058,0.0206867605447769,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736612809500,0.2758095703125,-0.1933162759612314,0.140045015028119,0.1386509303212166,-0.0853340551257133,0.0880920886993408,0.0019056797027587,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736622889500,0.285889404296875,-0.1554786579381674,0.2436418753638863,0.0378635744482278,-0.0625611022114753,0.0770687311887741,-0.024977333843708,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736632969500,0.295969482421875,-0.1353923486503772,0.2734279418185353,-0.0934860929489135,-0.0301553420722484,0.0541181452572345,-0.0472576394677162,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736643049500,0.306049560546875,-0.1093927784644998,0.2638949743196368,-0.1443669698804617,-0.0001830607652664,0.0436077155172824,-0.0585632920265197,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736653128400,0.31612841796875,-0.0956622679442167,0.2184782080128788,-0.087258012214303,0.0111243436112999,0.04414514452219,-0.0666180551052093,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736663208400,0.32620849609375,-0.1221353739259764,0.1841793403089046,0.049402036550641,0.0086814248934388,0.0615907125174999,-0.0689019784331321,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736673288700,0.336288818359375,-0.1301477990604005,0.1539586818292737,0.1448006851226091,0.0015763780102133,0.0780346691608429,-0.0691211596131324,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736683368400,0.346368408203125,-0.1113195818086154,0.1321589379534125,0.2126040552824735,-0.0024791145697236,0.0879963412880897,-0.0773153156042099,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736693447700,0.35644775390625,-0.1055775766910519,0.1219561083689332,0.2590180159330368,-0.0075214384123682,0.0996157228946685,-0.0925806388258934,walking,walking_rele_7,iPhone 12 Pro Max,10
1772692736703527400,0.36652734375,-0.135317767310515,0.0880818958178162,0.2939034513533115,-0.0090796537697315,0.1123315170407295,-0.1061835289001464,walking,walking_rele_7,iPhone 12 Pro Max,10
