time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,activity,sample_id,device,sample_rate_ms
1772638847940975600,0.0769755859375,-1.1201577295206486,-1.1664632613606751,1.5405594627171757,0.6095210313796997,0.4079868495464325,0.6343758702278137,walking,walking_kerie_7,iPhone 11,10
1772638847951053600,0.087053466796875,-1.0049733072437346,-1.2403393755629657,1.631770011949539,0.6082016825675964,0.326895922422409,0.5862725973129272,walking,walking_kerie_7,iPhone 11,10
1772638847961130500,0.097130615234375,-0.8469714875034987,-1.3260276542425156,1.6546026060044765,0.5987533330917358,0.2325587570667266,0.5169242024421692,walking,walking_kerie_7,iPhone 11,10
1772638847971208400,0.10720849609375,-0.6807846808072179,-1.3765085720710457,1.6763392215162514,0.5781987905502319,0.1387189924716949,0.4275631904602051,walking,walking_kerie_7,iPhone 11,10
1772638847981285600,0.11728564453125,-0.5267617746353149,-1.372158560167998,1.642464424443245,0.5405275821685791,0.0287759806960821,0.3314313292503357,walking,walking_kerie_7,iPhone 11,10
1772638847991363600,0.127363525390625,-0.3518640939453616,-1.368840083269775,1.5218319658935069,0.4783181846141815,-0.096491165459156,0.2249393612146377,walking,walking_kerie_7,iPhone 11,10
1772638848001441500,0.137441650390625,-0.1800677220053039,-1.3562433442860842,1.3361305305838584,0.3863187730312347,-0.2335803061723709,0.1211522445082664,walking,walking_kerie_7,iPhone 11,10
1772638848011518500,0.1475185546875,-0.1086078203655779,-1.2970971817038952,1.1388801117777825,0.2724885940551758,-0.3549701869487762,0.0320515185594558,walking,walking_kerie_7,iPhone 11,10
1772638848021596700,0.1575966796875,-0.089685595554253,-1.242470834633708,1.0426362445533277,0.1511555016040802,-0.4364884793758392,-0.0356931760907173,walking,walking_kerie_7,iPhone 11,10
1772638848031673600,0.167673583984375,-0.079557886165753,-1.1722865606866777,0.9623813890993594,0.0353269763290882,-0.4806592464447021,-0.090235911309719,walking,walking_kerie_7,iPhone 11,10
1772638848041751600,0.17775146484375,-0.0316681995399761,-1.0939446992471813,0.871893893444538,-0.077859491109848,-0.484852135181427,-0.1365687847137451,walking,walking_kerie_7,iPhone 11,10
1772638848051828700,0.187828857421875,0.0327476014076732,-0.9884061302591116,0.6804723269224167,-0.1740200072526931,-0.4653486609458923,-0.1703717857599258,walking,walking_kerie_7,iPhone 11,10
1772638848061906700,0.19790673828125,0.1071967662575654,-0.8980273556757717,0.5115513460218906,-0.2542080283164978,-0.4188802540302276,-0.1786912381649017,walking,walking_kerie_7,iPhone 11,10
1772638848071984600,0.207984619140625,0.1341074782053008,-0.8623709358830004,0.4216963030517101,-0.3110598921775818,-0.3359327018260956,-0.1605882942676544,walking,walking_kerie_7,iPhone 11,10
1772638848082061600,0.2180615234375,0.1441688900250941,-0.8195656672488898,0.3558832299262285,-0.3467808663845062,-0.2361515015363693,-0.1200184896588325,walking,walking_kerie_7,iPhone 11,10
1772638848092139500,0.228139404296875,0.1614298944927752,-0.8192625195838511,0.2658048995941877,-0.3691111803054809,-0.1364836692810058,-0.056018192321062,walking,walking_kerie_7,iPhone 11,10
1772638848102216400,0.238216552734375,0.1948804930706508,-0.8674594181284307,0.2526408821165561,-0.3769797682762146,-0.0247776322066783,0.013769943267107,walking,walking_kerie_7,iPhone 11,10
1772638848112294700,0.248294677734375,0.2398540456545539,-0.9362353596474976,0.2219511448204517,-0.3716784417629242,0.0593605376780033,0.0852014794945716,walking,walking_kerie_7,iPhone 11,10
1772638848122372600,0.25837255859375,0.2940768716914579,-1.006481446784362,0.1359235511839389,-0.3633328974246979,0.1059898287057876,0.1455093026161193,walking,walking_kerie_7,iPhone 11,10
1772638848132449500,0.268449462890625,0.4001264954742044,-1.0970212571483104,0.0822954213708639,-0.3422430455684662,0.1198827847838401,0.1965129524469375,walking,walking_kerie_7,iPhone 11,10
1772638848142527500,0.278527587890625,0.4176473199218511,-1.1697597456227988,0.0625263065397739,-0.3036823272705078,0.1281273961067199,0.2480035722255706,walking,walking_kerie_7,iPhone 11,10
1772638848152603600,0.288603759765625,0.3827461024105548,-1.219060952147469,0.0582481908291578,-0.2483253479003906,0.1451622098684311,0.2961530387401581,walking,walking_kerie_7,iPhone 11,10
